id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
686	Graviton Pistol, Vector	<p>Many security forces and peacekeepers employ graviton pistols,  since these weapons deal no damage but instead push or pull  a target. Long rods running in parallel lines form a barrel-like  structure that makes such a pistol easy to identify. The available  models of graviton pistols start at linear, with vector, tensor, and  chiral models are able to move a target increasing distances.</p>	25	5	3050	null	null	null	null	60	Knockdown	40 charges	4	2	Gravitation (15 ft.)	ARM	52
687	Neutriad Pistol	<p>A neutriad pistol is a 5th level small-arm ranged weapon  that deals 1d6 bludgeoning damage and has the pulse  (1d6) critical hit effect. It has a range of 60 feet and a  capacity of 20 charges (1 usage). It has the force special  property and light bulk, and it costs 3,200 credits.</p>	25	5	3200	1d6 B	1	6	B	60	Pulse (1d6)	20 charges	1	L	Force	SFS2	8
688	Reality Pistol	<p>Grays often fire on escaped abductees with these pistols,  which can scramble the thoughts of those targeted,  muddling recent memories and causing erratic behavior.  Targets who are hit with these weapons multiple times often  lose connection with reality altogether.</p>	25	7	7000	1d10 E	1	10	E	30	Confuse	40	8	1	Mind-affecting, stun, subtle	3C02	44
689	Tetrad Rings, Tactical	<p>Tetrad rings deal lighter damage than weapons of a similar class,  but the device launches a bolt of force that bypasses many  common defenses. The design of tetrad rings is proprietary  witchwyrd technology, which makes them expensive and  difficult to find. They are manufactured in only three models:  tactical, advanced, and elite. All three are elaborate sets of rings  covered in delicate carvings, with a wire mesh to house the  battery. Advanced and elite models have finer decorations.</p>	25	7	6900	1d6 B	1	6	B	40	Push (5 ft.)	20 charges	2	L	Force	ARM	54
690	Graviton Pistol, Tensor	<p>Many security forces and peacekeepers employ graviton pistols,  since these weapons deal no damage but instead push or pull  a target. Long rods running in parallel lines form a barrel-like  structure that makes such a pistol easy to identify. The available  models of graviton pistols start at linear, with vector, tensor, and  chiral models are able to move a target increasing distances.</p>	25	8	9800	null	null	null	null	60	Knockdown	40 charges	4	2	Gravitation (20 ft.)	ARM	52
691	Nightarch Needler, Advanced	<p>Popular among the drow on Apostae, this needle gun can deliver deadly poisons. The weapon is so small you gain a +2 bonus to Sleight of Hand checks to hide it on your person.</p>	25	8	6270	2d6 P	2	6	P	30	Injection DC +2	5 darts	1	L	Analog, injection	PWD	194
692	Binding Blaster, Globe	<p>Gray guards positioned around secret labs often wield  these devices to contain rogue specimens. They fire a  sphere‑shaped matrix of energy that electrically adheres to  other matter, interfering with mobility. Creatures report a  sticky, tingling sensation when struck with these weapons  and often find strange markings on their flesh from where  the energy matrix attached.</p>	25	9	13900	2d6 B	2	6	B	30	Bind	40	4	L	Force, stun	3C02	44
693	Shield Projector, Defender	<p>A shield projector is a heavy weapon that encases its target in  a short-duration force field, akin to that produced by an armor  upgrade. Such force fields are of limited strength, but higher-power shield projectors can create a stronger protective barrier  around the target. Shield projectors see the most use among  security forces assigned to protect diplomats and high-profile  celebrities. Available models—from the least to most powerful—  include sentry, defender, guardian, and warden shield projectors.  </p>	25	9	13800	null	null	null	null	40	null	80 charges	10	2	Shield 2d6, unwieldy	ARM	53
694	Sting Pistol, Yellow Jacket	<p>Sting pistols are living weapons based on samples of Swarm  technology recovered during the last century. The chitinous  weapon converts power to internally generate and shoot acidslicked  needles that can cause lasting damage to the target. Ant  models are sturdy and commonplace, though yellow jacket and  wasp sting pistols are more powerful. Hornet models are the  heaviest and most potent of these weapons.</p>	25	10	18500	2d8 A & P	2	8	A & P	40	Corrode 2d6	20 charges	4	L	Living	ARM	54
695	Tetrad Rings, Advanced	<p>Tetrad rings deal lighter damage than weapons of a similar class,  but the device launches a bolt of force that bypasses many  common defenses. The design of tetrad rings is proprietary  witchwyrd technology, which makes them expensive and  difficult to find. They are manufactured in only three models:  tactical, advanced, and elite. All three are elaborate sets of rings  covered in delicate carvings, with a wire mesh to house the  battery. Advanced and elite models have finer decorations.</p>	25	12	39000	2d6 B	2	6	B	60	Push (5 ft.)	20 charges	2	L	Force	ARM	54
696	Graviton Pistol, Chiral	<p>Many security forces and peacekeepers employ graviton pistols,  since these weapons deal no damage but instead push or pull  a target. Long rods running in parallel lines form a barrel-like  structure that makes such a pistol easy to identify. The available  models of graviton pistols start at linear, with vector, tensor, and  chiral models are able to move a target increasing distances.</p>	25	13	49500	null	null	null	null	60	Knockdown	40 charges	4	2	Gravitation (25 ft.)	ARM	52
697	Nightarch Needler, Elite	<p>Popular among the drow on Apostae, this needle gun can deliver deadly poisons. The weapon is so small you gain a +2 bonus to Sleight of Hand checks to hide it on your person.</p>	25	13	44980	4d6 P	4	6	P	30	Injection DC +2	5 darts	1	L	Analog, injection	PWD	194
698	Shield Projector, Guardian	<p>A shield projector is a heavy weapon that encases its target in  a short-duration force field, akin to that produced by an armor  upgrade. Such force fields are of limited strength, but higher-power shield projectors can create a stronger protective barrier  around the target. Shield projectors see the most use among  security forces assigned to protect diplomats and high-profile  celebrities. Available models—from the least to most powerful—  include sentry, defender, guardian, and warden shield projectors.  </p>	25	14	75200	null	null	null	null	40	null	80 charges	16	2	Shield 2d12, unwieldy	ARM	53
699	Sting Pistol, Wasp	<p>Sting pistols are living weapons based on samples of Swarm  technology recovered during the last century. The chitinous  weapon converts power to internally generate and shoot acidslicked  needles that can cause lasting damage to the target. Ant  models are sturdy and commonplace, though yellow jacket and  wasp sting pistols are more powerful. Hornet models are the  heaviest and most potent of these weapons.</p>	25	15	113000	5d8 A & P	5	8	A & P	60	Corrode 3d6	40 charges	4	L	Living	ARM	54
700	Nightarch Needler, Paragon	<p>Popular among the drow on Apostae, this needle gun can deliver deadly poisons. The weapon is so small you gain a +2 bonus to Sleight of Hand checks to hide it on your person.</p>	25	18	369000	8d6 P	8	6	P	30	Injection DC +2	5 darts	1	L	Analog, injection	PWD	194
701	Sting Pistol, Hornet	<p>Sting pistols are living weapons based on samples of Swarm  technology recovered during the last century. The chitinous  weapon converts power to internally generate and shoot acidslicked  needles that can cause lasting damage to the target. Ant  models are sturdy and commonplace, though yellow jacket and  wasp sting pistols are more powerful. Hornet models are the  heaviest and most potent of these weapons.</p>	25	18	381000	6d8 A & P	6	8	A & P	80	Corrode 4d6	40 charges	2	L	Living	ARM	54
702	Shield Projector, Warden	<p>A shield projector is a heavy weapon that encases its target in  a short-duration force field, akin to that produced by an armor  upgrade. Such force fields are of limited strength, but higher-power shield projectors can create a stronger protective barrier  around the target. Shield projectors see the most use among  security forces assigned to protect diplomats and high-profile  celebrities. Available models—from the least to most powerful—  include sentry, defender, guardian, and warden shield projectors.  </p>	25	19	594000	null	null	null	null	40	null	100 charges	20	2	Shield 4d12, unwieldy	ARM	53
703	Tetrad Rings, Elite	<p>Tetrad rings deal lighter damage than weapons of a similar class,  but the device launches a bolt of force that bypasses many  common defenses. The design of tetrad rings is proprietary  witchwyrd technology, which makes them expensive and  difficult to find. They are manufactured in only three models:  tactical, advanced, and elite. All three are elaborate sets of rings  covered in delicate carvings, with a wire mesh to house the  battery. Advanced and elite models have finer decorations.</p>	25	19	620000	5d6 B	5	6	B	60	Push (10 ft.)	20 charges	2	L	Force	ARM	54
704	Numbing Beam, Tactical	<p>Complex algorithms, controls, and safeguards  within a numbing beam ensure the weapon never lowers its  target’s temperature to lethal levels. Tactical and advanced  numbing beams see use in populated areas, while elite and  paragon numbing beams are more often employed in military  endeavors. Those models intended for use near civilians include  prominent external computer interfaces, as though to advertise  their safety features, while military models tend toward a sleek,  traditional design.</p>	26	1	370	1d6 C	1	6	C	50	Staggered	20 charges	1	1	Nonlethal	ARM	35
705	Ice Carbine, Subzero	<p>Rather than relying on coolant to produce supercooled gas,  an ice carbine pumps heat out of large vents integrated in  the weapon’s stock and uses the temperature change to  produce brittle, razor-sharp shards of ice in the chamber. This  design allows it to either fire a short, targeted shot or spray  a hailstorm of piercing needles at a group of foes. The heatexchange  technology used in these weapons is common on  Verces, where it’s used for many purposes, making it relatively  easy to find them in the Pact Worlds, from the subzero  models (often built in illicit basement labs) to absolute-zero  ice carbines, which are the best in the Pact Worlds. Gelid  and ultracold ice carbines improve on the subzero version’s  technology and overall power.</p>	26	2	510	1d8 C & P	1	8	C & P	60	null	20 charges	2	2	Automatic	ARM	35
706	Void Rifle, Grave-Class	<p>A firearm designed with crystals from the Plane of Shadow, a  void rifle is unique in that power flowing through those crystals  allows the rifle to fire inky bolts of life-sapping cold. The rifle’s  frigid energy can harm only the living, so it does nothing to  constructs and undead. Regardless, the rifle remains a favorite  of followers of Urgathoa. Grave- and crypt-class void rifles are  an option for standard issue among rank-and-file marines of the  Eoxian navy, while tomb-, ossuary-, and barrow-class void rifles  are reserved for elite forces.</p>	26	2	1020	1d6 C	1	6	C	60	Suffocate	20 charges	1	1	Antibiological	ARM	36
