id	name	type	description	level	price	system	source	source_page
177	Polyhand	Cybernetics	<p>You replace your entire hand with a hand made of reprogrammable microscopic adamantine prisms. With either a mental command or a programmable interface built into the hand, you can reconfigure your hand into the shape of various tools. The hand can contain programming for nine different tools, in addition to a configuration for a normal hand for your species. As a move action, you can switch the setting, causing the adamantine pieces to realign into the shape of the chosen tool. The tool has all the flexibility of the normal tool (or of a hand, if set to that).<br/>Programming a new tool into the polyhand takes 10 minutes, and you must choose either to fill an empty slot or to replace a programmed tool. The tool replicated must be 8th level or lower. The polyhand can replicate the moving parts of a tool, but you must supply any fuel or batteries needed for the tool to function. The tool cannot produce substances, and since it’s not very conductive (important so as to avoid shocking the user), it can’t serve as a power conduit or data transmission line. The GM has final say in deciding which tools you can duplicate. The tools within engineering kits and similar kits can be duplicated, subject to the restrictions above.<br/>You can’t replace the hand setting based on your biology, which is required for the polyhand to function properly. You can add a hand corresponding to another species in any slot that isn’t reserved; for instance, a human could program her polyhand to replicate a shirren hand. This can’t duplicate features of a unique individual, such as thumbprints. You can install a polyhand into a prosthetic limb that replaces an arm as if the prosthetic were a natural arm.<br/>The adamantine construction makes the polyhand extremely durable (see page 408 in Chapter 11 for more information about adamantine). This doesn’t change the amount of unarmed strike damage, no matter the form your polyhand is in. The polyhand can’t maintain structural integrity if extended too far, so it can’t assume a form more than one and a half feet long in any dimension. Consequently, it can’t extend your reach.</p>	14	71000	Hand	CRB	210
178	Prehensile Tail	Biotech	<p>A long tail attached to the base of your spine helps you balance and climb. You gain a +1 insight bonus to Acrobatics checks and to Athletics checks to climb.</p>	10	17900	Spinal Column	ARM	86
179	Pressurized Lungs	Biotech	<p>You can hold your breath for up to 1 hour and are immune to the normal environmental effects of being in a vacuum.</p>	1	130	Lungs	ARM	86
180	Prosthetic limb, Standard	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	1	100	Arm and Hand, or Leg and Foot	CRB	210
181	Prosthetic limb, Standard	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	1	100	Arm and Hand, or Leg and Foot	CRB	210
182	Prosthetic limb, Standard	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	1	100	Arm and Hand, or Leg and Foot	CRB	210
183	Prosthetic limb, Standard	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	1	100	Arm and Hand, or Leg and Foot	CRB	210
184	Prosthetic limb, Storage	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	3	1450	Arm and Hand, or Leg and Foot	CRB	210
185	Prosthetic limb, Storage	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	3	1450	Arm and Hand, or Leg and Foot	CRB	210
186	Prosthetic limb, Storage	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	3	1450	Arm and Hand, or Leg and Foot	CRB	210
187	Prosthetic limb, Storage	Cybernetics	<p>This prosthesis replaces a missing limb. It restores functionality, but it is no more durable than and doesn’t otherwise function differently than a normal limb for your species. A prosthetic limb can replace one you’ve lost, or you can have a limb removed in order to replace it with a prosthetic.<br/>A storage prosthetic limb has a built-in concealed storage compartment, which functions as a hideaway limb (see above).</p>	3	1450	Arm and Hand, or Leg and Foot	CRB	210
188	Psychoactive eyes, charming	Magitech	<p>Your eyes are injected with nanite-controlled psychoactive dyes. Once per day as a standard action, you can activate a fascinating gaze with a duration of concentration. Creatures of your type within 30 feet that see you must succeed at a Will saving throw (DC = 10 + half your character level + your Charisma modifier) or be fascinated for as long as they can see you. A creature that succeeds at this saving throw is immune to your gaze for 24 hours. If you break line of sight, the effect ends for those targets and they become immune to it for 24 hours. This is a mind-affecting gaze attack (Alien Archive 154). Charming psychoactive eyes charm creatures per charm person instead of fascinating them, but they otherwise function the same way as fascinating psychoactive eyes.</p>	6	4250	Eyes	ARM	93
189	Psychoactive eyes, fascinating	Magitech	<p>Your eyes are injected with nanite-controlled psychoactive dyes. Once per day as a standard action, you can activate a fascinating gaze with a duration of concentration. Creatures of your type within 30 feet that see you must succeed at a Will saving throw (DC = 10 + half your character level + your Charisma modifier) or be fascinated for as long as they can see you. A creature that succeeds at this saving throw is immune to your gaze for 24 hours. If you break line of sight, the effect ends for those targets and they become immune to it for 24 hours. This is a mind-affecting gaze attack (Alien Archive 154). Charming psychoactive eyes charm creatures per charm person instead of fascinating them, but they otherwise function the same way as fascinating psychoactive eyes.</p>	2	965	Eyes	ARM	93
